tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,frown,fs-tgv-0187220,,frown,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.96,",",fs-tgv-0187230,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,’tis,fs-tgv-0187250,,it|be,#pn|vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,not,fs-tgv-0187270,,not,#xx,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,in,fs-tgv-0187290,,in,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,hate,fs-tgv-0187310,,hate,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,of,fs-tgv-0187330,,of,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.96,you,fs-tgv-0187350,,you,#pn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.96,",",fs-tgv-0187360,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.97,,ftln-1164,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.97,But,fs-tgv-0187370,,but,#acp-cc,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,rather,fs-tgv-0187390,,rather,#av-c,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,to,fs-tgv-0187410,,to,#acp-cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,beget,fs-tgv-0187430,,beget,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,more,fs-tgv-0187450,,more,#d-c,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,love,fs-tgv-0187470,,love,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,in,fs-tgv-0187490,,in,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.97,you,fs-tgv-0187510,,you,#pn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.97,.,fs-tgv-0187520,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.98,,ftln-1165,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.98,If,fs-tgv-0187530,,if,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,she,fs-tgv-0187550,,she,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,do,fs-tgv-0187570,,do,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,chide,fs-tgv-0187590,,chide,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.98,",",fs-tgv-0187600,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,’tis,fs-tgv-0187620,,it|be,#pn|vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,not,fs-tgv-0187640,,not,#xx,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,to,fs-tgv-0187660,,to,#acp-cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,have,fs-tgv-0187680,,have,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,you,fs-tgv-0187700,,you,#pn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.98,gone,fs-tgv-0187720,,go,#vvn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.98,",",fs-tgv-0187730,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.99,,ftln-1166,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.99,Forwhy,fs-tgv-0187740,,forwhy,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,the,fs-tgv-0187760,,the,#d,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,fools,fs-tgv-0187780,,fool,#n2,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,are,fs-tgv-0187800,,be,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,mad,fs-tgv-0187820,,mad,#j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,if,fs-tgv-0187840,,if,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,left,fs-tgv-0187860,,left,#j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.99,alone,fs-tgv-0187880,,alone,#j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.99,.,fs-tgv-0187890,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.100,,ftln-1167,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.100,Take,fs-tgv-0187900,,take,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,no,fs-tgv-0187920,,no,#d-x,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,repulse,fs-tgv-0187940,,repulse,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.100,",",fs-tgv-0187950,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,whatever,fs-tgv-0187970,,whatever,#crq-r,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,she,fs-tgv-0187990,,she,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,doth,fs-tgv-0188010,,do,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.100,say,fs-tgv-0188030,,say,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.100,;,fs-tgv-0188040,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.101,,ftln-1168,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.101,For,fs-tgv-0188050,,for,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
pc,,,“,fs-tgv--0025s,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,get,fs-tgv-0188070,,get,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,you,fs-tgv-0188090,,you,#pn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,gone,fs-tgv-0188110,,go,#vvn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,,”,fs-tgv--0025e,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,she,fs-tgv-0188130,,she,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,doth,fs-tgv-0188150,,do,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,not,fs-tgv-0188170,,not,#xx,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,mean,fs-tgv-0188190,,mean,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
pc,,,“,fs-tgv--0026s,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.101,away,fs-tgv-0188210,,away,#av,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.101,.,fs-tgv-0188220,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,,”,fs-tgv--0026e,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
l,,3.1.102,,ftln-1169,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.102,Flatter,fs-tgv-0188230,,flatter,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,and,fs-tgv-0188250,,and,#cc,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,praise,fs-tgv-0188270,,praise,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.102,",",fs-tgv-0188280,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,commend,fs-tgv-0188300,,commend,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.102,",",fs-tgv-0188310,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,extol,fs-tgv-0188330,,extol,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,their,fs-tgv-0188350,,their,#po,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.102,graces,fs-tgv-0188370,,grace,#n2,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.102,;,fs-tgv-0188380,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.103,,ftln-1170,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.103,Though,fs-tgv-0188390,,though,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,ne’er,fs-tgv-0188410,,never,#av-x,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,so,fs-tgv-0188430,,so,#av,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,black,fs-tgv-0188450,,black,#j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.103,",",fs-tgv-0188460,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,say,fs-tgv-0188480,,say,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,they,fs-tgv-0188500,,they,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,have,fs-tgv-0188520,,have,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,angels’,fs-tgv-0188540,,angel,#n2g,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.103,faces,fs-tgv-0188560,,face,#n2,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.103,.,fs-tgv-0188570,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.104,,ftln-1171,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.104,That,fs-tgv-0188580,,that,#d,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,man,fs-tgv-0188600,,man,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,that,fs-tgv-0188620,,that,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,hath,fs-tgv-0188640,,have,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,a,fs-tgv-0188660,,a,#d,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,tongue,fs-tgv-0188680,,tongue,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.104,",",fs-tgv-0188690,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,I,fs-tgv-0188710,,i,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,say,fs-tgv-0188730,,say,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.104,",",fs-tgv-0188740,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,is,fs-tgv-0188760,,be,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,no,fs-tgv-0188780,,no,#d-x,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.104,man,fs-tgv-0188800,,man,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
l,,3.1.105,,ftln-1172,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
w,,3.1.105,If,fs-tgv-0188810,,if,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,with,fs-tgv-0188830,,with,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,his,fs-tgv-0188850,,his,#po,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,tongue,fs-tgv-0188870,,tongue,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,he,fs-tgv-0188890,,he,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,cannot,fs-tgv-0188910,,can,#vmb-x,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,win,fs-tgv-0188930,,win,#vvi,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,a,fs-tgv-0188950,,a,#d,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.105,woman,fs-tgv-0188970,,woman,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
pc,,3.1.105,.,fs-tgv-0188980,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Valentine_TGV
sp,,,,sp-1173,{'#Duke_TGV'},,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
l,,3.1.106,,ftln-1173,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
w,,3.1.106,But,fs-tgv-0189000,,but,#acp-cc,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,she,fs-tgv-0189020,,she,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,I,fs-tgv-0189040,,i,#pns,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,mean,fs-tgv-0189060,,mean,#vvb,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,is,fs-tgv-0189080,,be,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,promised,fs-tgv-0189100,,promise,#vvn,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,by,fs-tgv-0189120,,by,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,her,fs-tgv-0189140,,her,#po,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.106,friends,fs-tgv-0189160,,friend,#n2,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
l,,3.1.107,,ftln-1174,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
w,,3.1.107,Unto,fs-tgv-0189170,,unto,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.107,a,fs-tgv-0189190,,a,#d,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.107,youthful,fs-tgv-0189210,,youthful,#j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.107,gentleman,fs-tgv-0189230,,gentleman,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.107,of,fs-tgv-0189250,,of,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.107,worth,fs-tgv-0189270,,worth,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
l,,3.1.108,,ftln-1175,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
w,,3.1.108,And,fs-tgv-0189280,,and,#cc,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,kept,fs-tgv-0189300,,keep,#vvd,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,severely,fs-tgv-0189320,,severe,#av_j,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,from,fs-tgv-0189340,,from,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,resort,fs-tgv-0189360,,resort,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,of,fs-tgv-0189380,,of,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.108,men,fs-tgv-0189400,,man,#n2,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
pc,,3.1.108,",",fs-tgv-0189410,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
l,,3.1.109,,ftln-1176,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
w,,3.1.109,That,fs-tgv-0189420,,that,#cs,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,no,fs-tgv-0189440,,no,#d-x,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,man,fs-tgv-0189460,,man,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,hath,fs-tgv-0189480,,have,#vvz,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,access,fs-tgv-0189500,,access,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,by,fs-tgv-0189520,,by,#acp-p,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
w,,3.1.109,day,fs-tgv-0189540,,day,#n1,,,,,3,1,#Duke_TGV #Valentine_TGV,46,#Duke_TGV
c,,, ,,,,,,,,,3,1,#Duke_TGV #Valentine_TGV,46,
