tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,next,unit,corresp,act,scene,onstage,stagegroup_raw,speaker
p,,,,p-2195,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
lb,,3.2.294,,ftln-2195,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
w,,3.2.294,Give,fs-ham-0341540,,give,#vvb,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.294,o’er,fs-ham-0341560,,over,#acp-av,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.294,the,fs-ham-0341580,,the,#d,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.294,play,fs-ham-0341600,,play,#n1,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
pc,,3.2.294,.,fs-ham-0341610,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
sp,,,,sp-2196,{'#Claudius_Ham'},,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
p,,,,p-2196,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
lb,,3.2.295,,ftln-2196,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
w,,3.2.295,Give,fs-ham-0341630,,give,#vvb,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.295,me,fs-ham-0341650,,i,#pno,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.295,some,fs-ham-0341670,,some,#d,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.295,light,fs-ham-0341690,,light,#n1,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
pc,,3.2.295,.,fs-ham-0341700,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.295,Away,fs-ham-0341720,,away,#av,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
pc,,3.2.295,!,fs-ham-0341730,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Claudius_Ham
sp,,,,sp-2197,{'#Polonius_Ham'},,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
p,,,,p-2197,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
lb,,3.2.296,,ftln-2197,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
w,,3.2.296,Lights,fs-ham-0341750,,light,#n2,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
pc,,3.2.296,",",fs-ham-0341760,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.296,lights,fs-ham-0341780,,light,#n2,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
pc,,3.2.296,",",fs-ham-0341790,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
c,,, ,,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,
w,,3.2.296,lights,fs-ham-0341810,,light,#n2,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
pc,,3.2.296,!,fs-ham-0341820,,,,,,,,,,3,2,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Guildenstern_Ham #Hamlet_Ham #Horatio_Ham #Ophelia_Ham #PLAYERS.0.1_Ham #PLAYERS.King_Ham #PLAYERS.Lucianus_Ham #Polonius_Ham #Rosencrantz_Ham,67,#Polonius_Ham
stage,exit,SD 3.2.296.1,,stg-2197.1,"{'#Rosencrantz_Ham', '#Guildenstern_Ham', '#PLAYERS.Lucianus_Ham', '#PLAYERS.King_Ham', '#Gertrude_Ham', '#Ophelia_Ham', '#Claudius_Ham', '#Polonius_Ham', '#ATTENDANTS_Ham'}",,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,All,fs-ham-0341830,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,but,fs-ham-0341850,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,Hamlet,fs-ham-0341870,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,and,fs-ham-0341890,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,Horatio,fs-ham-0341910,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,SD 3.2.296.1,exit,fs-ham-0341930,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
pc,,SD 3.2.296.1,.,fs-ham-0341940,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
sp,,,,sp-2198,{'#Hamlet_Ham'},,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
lg,quatrain,,,stz-2198,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
l,,3.2.297,,ftln-2198,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.297,Why,fs-ham-0341960,,why,#crq-cs,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.297,",",fs-ham-0341970,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,let,fs-ham-0341990,,let,#vvb,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,the,fs-ham-0342010,,the,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,strucken,fs-ham-0342030,,strike,#j_vn,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,deer,fs-ham-0342050,,deer,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,go,fs-ham-0342070,,go,#vvi,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.297,weep,fs-ham-0342090,,weep,#vvi,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.297,",",fs-ham-0342100,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
l,,3.2.298,,ftln-2199,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.298,The,fs-ham-0342110,,the,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.298,hart,fs-ham-0342130,,hart,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.298,ungallèd,fs-ham-0342150,,ungalled,#j,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.298,play,fs-ham-0342170,,play,#vvi,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.298,.,fs-ham-0342180,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
l,,3.2.299,,ftln-2200,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.299,For,fs-ham-0342190,,for,#acp-p,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,some,fs-ham-0342210,,some,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,must,fs-ham-0342230,,must,#vmb,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,watch,fs-ham-0342250,,watch,#vvi,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.299,",",fs-ham-0342260,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,while,fs-ham-0342280,,while,#cs,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,some,fs-ham-0342300,,some,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,must,fs-ham-0342320,,must,#vmb,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.299,sleep,fs-ham-0342340,,sleep,#vvi,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.299,:,fs-ham-0342350,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
l,,3.2.300,,ftln-2201,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.300,Thus,fs-ham-0342360,,thus,#av,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.300,runs,fs-ham-0342380,,run,#vvz,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.300,the,fs-ham-0342400,,the,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.300,world,fs-ham-0342420,,world,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.300,away,fs-ham-0342440,,away,#av,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.300,.,fs-ham-0342450,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
p,,,,p-2202,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
lb,,3.2.301,,ftln-2202,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.301,Would,fs-ham-0342460,,will,#vmd,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,not,fs-ham-0342480,,not,#xx,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,this,fs-ham-0342500,,this,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.301,",",fs-ham-0342510,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,sir,fs-ham-0342530,,sir,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
pc,,3.2.301,",",fs-ham-0342540,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,and,fs-ham-0342560,,and,#cc,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,a,fs-ham-0342580,,a,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,forest,fs-ham-0342600,,forest,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,of,fs-ham-0342620,,of,#acp-p,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,feathers,fs-ham-0342640,,feather,#n2,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
pc,,3.2.301,(,fs-ham-0342660,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.301,if,fs-ham-0342670,,if,#cs,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.301,the,fs-ham-0342690,,the,#d,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
lb,,3.2.302,,ftln-2203,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
w,,3.2.302,rest,fs-ham-0342700,,rest,#n1,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.302,of,fs-ham-0342720,,of,#acp-p,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
c,,, ,,,,,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,
w,,3.2.302,my,fs-ham-0342740,,my,#po,,,,,,,3,2,#Hamlet_Ham #Horatio_Ham #PLAYERS.0.1_Ham,68,#Hamlet_Ham
