tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,act,scene,onstage,stagegroup_raw,speaker
w,,3.2.8,her,fs-r2-0228060,,her,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.8,child,fs-r2-0228080,,child,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.9,,ftln-1392,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.9,Plays,fs-r2-0228090,,play,#vvz,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,fondly,fs-r2-0228110,,fond,#av_j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,with,fs-r2-0228130,,with,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,her,fs-r2-0228150,,her,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,tears,fs-r2-0228170,,tear,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,and,fs-r2-0228190,,and,#cc,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,smiles,fs-r2-0228210,,smile,#vvz,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,in,fs-r2-0228230,,in,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.9,meeting,fs-r2-0228250,,meet,#vvg,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.9,",",fs-r2-0228260,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.10,,ftln-1393,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.10,So,fs-r2-0228270,,so,#av,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.10,",",fs-r2-0228280,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,weeping,fs-r2-0228300,,weep,#vvg,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.10,",",fs-r2-0228310,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,smiling,fs-r2-0228330,,smile,#vvg,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.10,",",fs-r2-0228340,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,greet,fs-r2-0228360,,greet,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,I,fs-r2-0228380,,i,#pns,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,thee,fs-r2-0228400,,thou,#pno,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.10,",",fs-r2-0228410,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,my,fs-r2-0228430,,my,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.10,earth,fs-r2-0228450,,earth,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.10,",",fs-r2-0228460,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.11,,ftln-1394,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.11,And,fs-r2-0228470,,and,#cc,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,do,fs-r2-0228490,,do,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,thee,fs-r2-0228510,,thou,#pno,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,favors,fs-r2-0228530,,favour,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,with,fs-r2-0228550,,with,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,my,fs-r2-0228570,,my,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,royal,fs-r2-0228590,,royal,#j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.11,hands,fs-r2-0228610,,hand,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.11,.,fs-r2-0228620,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.12,,ftln-1395,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.12,Feed,fs-r2-0228630,,feed,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,not,fs-r2-0228650,,not,#xx,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,thy,fs-r2-0228670,,thy,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,sovereign’s,fs-r2-0228690,,sovereign,#n1g_j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,foe,fs-r2-0228710,,foe,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.12,",",fs-r2-0228720,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,my,fs-r2-0228740,,my,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,gentle,fs-r2-0228760,,gentle,#j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.12,earth,fs-r2-0228780,,earth,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.12,",",fs-r2-0228790,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.13,,ftln-1396,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.13,Nor,fs-r2-0228800,,nor,#cc-x,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,with,fs-r2-0228820,,with,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,thy,fs-r2-0228840,,thy,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,sweets,fs-r2-0228860,,sweet,#n2_j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,comfort,fs-r2-0228880,,comfort,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,his,fs-r2-0228900,,his,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,ravenous,fs-r2-0228920,,ravenous,#j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.13,sense,fs-r2-0228940,,sense,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.13,",",fs-r2-0228950,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.14,,ftln-1397,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.14,But,fs-r2-0228960,,but,#acp-cc,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,let,fs-r2-0228980,,let,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,thy,fs-r2-0229000,,thy,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,spiders,fs-r2-0229020,,spider,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.14,",",fs-r2-0229030,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,that,fs-r2-0229050,,that,#cs,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,suck,fs-r2-0229070,,suck,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,up,fs-r2-0229090,,up,#acp-av,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,thy,fs-r2-0229110,,thy,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.14,venom,fs-r2-0229130,,venom,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.14,",",fs-r2-0229140,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.15,,ftln-1398,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.15,And,fs-r2-0229150,,and,#cc,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,heavy-gaited,fs-r2-0229170,,heavy-gaited,#j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,toads,fs-r2-0229190,,toad,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,lie,fs-r2-0229210,,lie,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,in,fs-r2-0229230,,in,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,their,fs-r2-0229250,,their,#po,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.15,way,fs-r2-0229270,,way,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.15,",",fs-r2-0229280,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.16,,ftln-1399,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.16,Doing,fs-r2-0229290,,do,#vvg,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.16,annoyance,fs-r2-0229310,,annoyance,#n1,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.16,to,fs-r2-0229330,,to,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.16,the,fs-r2-0229350,,the,#d,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.16,treacherous,fs-r2-0229370,,treacherous,#j,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.16,feet,fs-r2-0229390,,foot,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.17,,ftln-1400,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
w,,3.2.17,Which,fs-r2-0229400,,which,#crq-r,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,with,fs-r2-0229420,,with,#acp-p,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,usurping,fs-r2-0229440,,usurp,#j_vg,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,steps,fs-r2-0229460,,step,#n2,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,do,fs-r2-0229480,,do,#vvb,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,trample,fs-r2-0229500,,trample,#vvi,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
c,,, ,,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,
w,,3.2.17,thee,fs-r2-0229520,,thou,#pno,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
pc,,3.2.17,.,fs-r2-0229530,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
l,,3.2.18,,ftln-1401,,,,,,,3,2,#Aumerle_R2 #BishopOfCarlisle_R2 #RichardII_R2 #SOLDIERS.RICHARD_R2,41,#RichardII_R2
