tag,type,n,text,xml:id,who,lemma,ana,part,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,my,fs-1h4-0209330,,my,#po,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,lady,fs-1h4-0209350,,lady,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,the,fs-1h4-0209370,,the,#d,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,hostess,fs-1h4-0209390,,hostess,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
pc,,2.4.297,",",fs-1h4-0209400,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,what,fs-1h4-0209420,,what,#crq-q,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,sayst,fs-1h4-0209440,,say,#vv2,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.297,thou,fs-1h4-0209460,,thou,#pns,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
lb,,2.4.298,,ftln-1286,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
w,,2.4.298,to,fs-1h4-0209470,,to,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.298,me,fs-1h4-0209490,,i,#pno,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
pc,,2.4.298,?,fs-1h4-0209500,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
sp,,,,sp-1287,{'#MistressQuickly_1H4'},,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
p,,,,p-1287,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
lb,,2.4.299,,ftln-1287,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
w,,2.4.299,Marry,fs-1h4-0209520,,marry,#uh,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
pc,,2.4.299,",",fs-1h4-0209530,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,my,fs-1h4-0209550,,my,#po,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,lord,fs-1h4-0209570,,lord,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
pc,,2.4.299,",",fs-1h4-0209580,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,there,fs-1h4-0209600,,there,#acp-av,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,is,fs-1h4-0209620,,be,#vvz,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,a,fs-1h4-0209640,,a,#d,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,nobleman,fs-1h4-0209660,,nobleman,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,of,fs-1h4-0209680,,of,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.299,the,fs-1h4-0209700,,the,#d,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
lb,,2.4.300,,ftln-1288,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
w,,2.4.300,court,fs-1h4-0209710,,court,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,at,fs-1h4-0209730,,at,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,door,fs-1h4-0209750,,door,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,would,fs-1h4-0209770,,will,#vmd,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,speak,fs-1h4-0209790,,speak,#vvi,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,with,fs-1h4-0209810,,with,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,you,fs-1h4-0209830,,you,#pn,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
pc,,2.4.300,.,fs-1h4-0209840,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,He,fs-1h4-0209860,,he,#pns,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,says,fs-1h4-0209880,,say,#vvz,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.300,he,fs-1h4-0209900,,he,#pns,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
lb,,2.4.301,,ftln-1289,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
w,,2.4.301,comes,fs-1h4-0209910,,come,#vvz,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.301,from,fs-1h4-0209930,,from,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.301,your,fs-1h4-0209950,,your,#po,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.301,father,fs-1h4-0209970,,father,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
pc,,2.4.301,.,fs-1h4-0209980,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#MistressQuickly_1H4
sp,,,,sp-1290,{'#HenryV_H5'},,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
p,,,,p-1290,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
lb,,2.4.302,,ftln-1290,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
w,,2.4.302,Give,fs-1h4-0210000,,give,#vvb,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,him,fs-1h4-0210020,,he,#pno,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,as,fs-1h4-0210040,,as,#acp-av,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,much,fs-1h4-0210060,,much,#d,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,as,fs-1h4-0210080,,as,#acp-cs,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,will,fs-1h4-0210100,,will,#vmb,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,make,fs-1h4-0210120,,make,#vvi,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,him,fs-1h4-0210140,,he,#pno,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,a,fs-1h4-0210160,,a,#d,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.302,royal,fs-1h4-0210180,,royal,#j,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
lb,,2.4.303,,ftln-1291,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
w,,2.4.303,man,fs-1h4-0210190,,man,#n1,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,and,fs-1h4-0210210,,and,#cc,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,send,fs-1h4-0210230,,send,#vvi,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,him,fs-1h4-0210250,,he,#pno,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,back,fs-1h4-0210270,,back,#av,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,again,fs-1h4-0210290,,again,#av,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,to,fs-1h4-0210310,,to,#acp-p,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
w,,2.4.303,my,fs-1h4-0210330,,my,#po,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,#HenryV_H5
c,,, ,,,,,,,2,4,#Bardolph_1H4 #DRAWERS.Francis_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4,51,
