tag,type,n,text,xml:id,who,ana,lemma,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
pc,,SD 4.2.31,.,fs-mm-0302440,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
sp,,,,sp-1901,{'#Pompey_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
p,,,,p-1901,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.32,,ftln-1901,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.32,Pray,fs-mm-0302460,,#vvb,pray,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.32,",",fs-mm-0302470,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,sir,fs-mm-0302490,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.32,",",fs-mm-0302500,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,by,fs-mm-0302520,,#acp-p,by,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,your,fs-mm-0302540,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,good,fs-mm-0302560,,#j,good,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,favor,fs-mm-0302580,,#n1,favour,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.32,—,fs-mm-0302590,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.32,for,fs-mm-0302600,,#acp-p,for,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,surely,fs-mm-0302620,,#av_j,sure,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.32,",",fs-mm-0302630,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,sir,fs-mm-0302650,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.32,",",fs-mm-0302660,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.32,a,fs-mm-0302680,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.33,,ftln-1902,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.33,good,fs-mm-0302690,,#j,good,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,favor,fs-mm-0302710,,#n1,favour,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,you,fs-mm-0302730,,#pn,you,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,have,fs-mm-0302750,,#vvb,have,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.33,",",fs-mm-0302760,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,but,fs-mm-0302780,,#acp-cc,but,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,that,fs-mm-0302800,,#d,that,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,you,fs-mm-0302820,,#pn,you,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,have,fs-mm-0302840,,#vvb,have,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,a,fs-mm-0302860,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.33,hanging,fs-mm-0302880,,#j_vg,hang,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.34,,ftln-1903,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.34,look,fs-mm-0302890,,#n1,look,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.34,—,fs-mm-0302900,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.34,do,fs-mm-0302910,,#vvb,do,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,you,fs-mm-0302930,,#pn,you,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,call,fs-mm-0302950,,#vvi,call,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.34,",",fs-mm-0302960,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,sir,fs-mm-0302980,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.34,",",fs-mm-0302990,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,your,fs-mm-0303010,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,occupation,fs-mm-0303030,,#n1,occupation,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,a,fs-mm-0303050,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.34,mystery,fs-mm-0303070,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.34,?,fs-mm-0303080,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
sp,,,,sp-1904,{'#Abhorson_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
p,,,,p-1904,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.35,,ftln-1904,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.35,Ay,fs-mm-0303100,,#uh,ay,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.35,",",fs-mm-0303110,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.35,sir,fs-mm-0303130,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.35,",",fs-mm-0303140,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.35,a,fs-mm-0303160,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.35,mystery,fs-mm-0303180,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.35,.,fs-mm-0303190,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
sp,,,,sp-1905,{'#Pompey_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
p,,,,p-1905,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.36,,ftln-1905,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.36,Painting,fs-mm-0303210,,#vvg,paint,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.36,",",fs-mm-0303220,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,sir,fs-mm-0303240,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.36,",",fs-mm-0303250,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,I,fs-mm-0303270,,#pns,i,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,have,fs-mm-0303290,,#vvb,have,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,heard,fs-mm-0303310,,#vvn,hear,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,say,fs-mm-0303330,,#vvb,say,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.36,",",fs-mm-0303340,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,is,fs-mm-0303360,,#vvz,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,a,fs-mm-0303380,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.36,mystery,fs-mm-0303400,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.36,;,fs-mm-0303410,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.37,,ftln-1906,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.37,and,fs-mm-0303420,,#cc,and,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,your,fs-mm-0303440,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,whores,fs-mm-0303460,,#n2,whore,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.37,",",fs-mm-0303470,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,sir,fs-mm-0303490,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.37,",",fs-mm-0303500,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,being,fs-mm-0303520,,#vvg,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,members,fs-mm-0303540,,#n2,member,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,of,fs-mm-0303560,,#acp-p,of,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,my,fs-mm-0303580,,#po,my,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.37,occupation,fs-mm-0303600,,#n1,occupation,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.37,",",fs-mm-0303610,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.38,,ftln-1907,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.38,using,fs-mm-0303620,,#vvg,use,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,painting,fs-mm-0303640,,#vvg,paint,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.38,",",fs-mm-0303650,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,do,fs-mm-0303670,,#vvb,do,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,prove,fs-mm-0303690,,#vvi,prove,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,my,fs-mm-0303710,,#po,my,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,occupation,fs-mm-0303730,,#n1,occupation,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.38,a,fs-mm-0303750,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.39,,ftln-1908,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.39,mystery,fs-mm-0303760,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.39,;,fs-mm-0303770,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,but,fs-mm-0303790,,#acp-cc,but,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,what,fs-mm-0303810,,#crq-r,what,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,mystery,fs-mm-0303830,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,there,fs-mm-0303850,,#acp-av,there,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,should,fs-mm-0303870,,#vmd,shall,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,be,fs-mm-0303890,,#vvi,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,in,fs-mm-0303910,,#acp-p,in,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.39,hanging,fs-mm-0303930,,#vvg,hang,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.39,",",fs-mm-0303940,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
lb,,4.2.40,,ftln-1909,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.40,if,fs-mm-0303950,,#cs,if,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,I,fs-mm-0303970,,#pns,i,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,should,fs-mm-0303990,,#vmd,shall,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,be,fs-mm-0304010,,#vvi,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,hanged,fs-mm-0304030,,#vvn,hang,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.40,",",fs-mm-0304040,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,I,fs-mm-0304060,,#pns,i,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,cannot,fs-mm-0304080,,#vmb-x,can,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.40,imagine,fs-mm-0304100,,#vvi,imagine,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.40,.,fs-mm-0304110,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
sp,,,,sp-1910,{'#Abhorson_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
p,,,,p-1910,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.41,,ftln-1910,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.41,Sir,fs-mm-0304130,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.41,",",fs-mm-0304140,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.41,it,fs-mm-0304160,,#pn,it,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.41,is,fs-mm-0304180,,#vvz,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.41,a,fs-mm-0304200,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.41,mystery,fs-mm-0304220,,#n1,mystery,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.41,.,fs-mm-0304230,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
sp,,,,sp-1911,{'#Pompey_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
p,,,,p-1911,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.42,,ftln-1911,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
w,,4.2.42,Proof,fs-mm-0304250,,#n1,proof,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
pc,,4.2.42,?,fs-mm-0304260,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Pompey_MM
sp,,,,sp-1912,{'#Abhorson_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
p,,,,p-1912,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
lb,,4.2.43,,ftln-1912,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.43,Every,fs-mm-0304280,,#d,every,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,true,fs-mm-0304300,,#j,true,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,man’s,fs-mm-0304320,,#n1g,man,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,apparel,fs-mm-0304340,,#n1,apparel,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
