tag,type,n,text,xml:id,who,lemma,ana,rendition,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.16,in,fs-wiv-0335530,,in,#acp-p,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.16,his,fs-wiv-0335550,,his,#po,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.16,accidence,fs-wiv-0335570,,accidence,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.16,.,fs-wiv-0335580,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
sp,,,,sp-1995,{'#HughEvans_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
p,,,,p-1995,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.17,,ftln-1995,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.17,Come,fs-wiv-0335620,,come,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,hither,fs-wiv-0335640,,hither,#av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.17,",",fs-wiv-0335650,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,William,fs-wiv-0335670,,William,#n1-nn,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.17,.,fs-wiv-0335680,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,Hold,fs-wiv-0335700,,hold,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,up,fs-wiv-0335720,,up,#acp-av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,your,fs-wiv-0335740,,your,#po,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.17,head,fs-wiv-0335760,,head,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.17,.,fs-wiv-0335770,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
lb,,4.1.18,,ftln-1996,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.18,Come,fs-wiv-0335780,,come,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.18,.,fs-wiv-0335790,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
sp,,,,sp-1997,{'#MistressPage_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
p,,,,p-1997,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.19,,ftln-1997,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
w,,4.1.19,Come,fs-wiv-0335830,,come,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,on,fs-wiv-0335850,,on,#acp-av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.19,",",fs-wiv-0335860,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,sirrah,fs-wiv-0335880,,sirrah,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.19,.,fs-wiv-0335890,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,Hold,fs-wiv-0335910,,hold,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,up,fs-wiv-0335930,,up,#acp-av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,your,fs-wiv-0335950,,your,#po,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.19,head,fs-wiv-0335970,,head,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.19,.,fs-wiv-0335980,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
lb,,4.1.20,,ftln-1998,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
w,,4.1.20,Answer,fs-wiv-0335990,,answer,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.20,your,fs-wiv-0336010,,your,#po,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.20,master,fs-wiv-0336030,,master,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.20,.,fs-wiv-0336040,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.20,Be,fs-wiv-0336060,,be,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.20,not,fs-wiv-0336080,,not,#xx,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.20,afraid,fs-wiv-0336100,,afraid,#j,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
pc,,4.1.20,.,fs-wiv-0336110,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressPage_Wiv
sp,,,,sp-1999,{'#HughEvans_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
p,,,,p-1999,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.21,,ftln-1999,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.21,William,fs-wiv-0336150,,William,#n1-nn,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.21,",",fs-wiv-0336160,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,how,fs-wiv-0336180,,how,#crq-q,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,many,fs-wiv-0336200,,many,#d,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,numbers,fs-wiv-0336220,,number,#n2,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,is,fs-wiv-0336240,,be,#vvz,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,in,fs-wiv-0336260,,in,#acp-p,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.21,nouns,fs-wiv-0336280,,noun,#n2,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.21,?,fs-wiv-0336290,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
sp,,,,sp-2000,{'#WilliamPage_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
p,,,,p-2000,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.22,,ftln-2000,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
w,,4.1.22,Two,fs-wiv-0336310,,two,#crd,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
pc,,4.1.22,.,fs-wiv-0336320,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
sp,,,,sp-2001,{'#MistressQuickly_1H4'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
p,,,,p-2001,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.23,,ftln-2001,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
w,,4.1.23,Truly,fs-wiv-0336360,,true,#av_j,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
pc,,4.1.23,",",fs-wiv-0336370,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,I,fs-wiv-0336390,,i,#pns,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,thought,fs-wiv-0336410,,think,#vvd,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,there,fs-wiv-0336430,,there,#acp-av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,had,fs-wiv-0336450,,have,#vvd,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,been,fs-wiv-0336470,,be,#vvn,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.23,one,fs-wiv-0336490,,one,#crd,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
lb,,4.1.24,,ftln-2002,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
w,,4.1.24,number,fs-wiv-0336500,,number,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,more,fs-wiv-0336520,,more,#av-c_d,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
pc,,4.1.24,",",fs-wiv-0336530,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,because,fs-wiv-0336550,,because,#acp-cs,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,they,fs-wiv-0336570,,they,#pns,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,say,fs-wiv-0336590,,say,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
pc,,,“,fs-wiv--0039s,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,’Od’s,fs-wiv-0336620,,God,#n1g-nn,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.24,nouns,fs-wiv-0336640,,noun,#n2,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
pc,,4.1.24,.,fs-wiv-0336650,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
pc,,,”,fs-wiv--0039e,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
sp,,,,sp-2003,{'#HughEvans_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
p,,,,p-2003,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.25,,ftln-2003,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.25,Peace,fs-wiv-0336690,,peace,#n1,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.25,your,fs-wiv-0336710,,your,#po,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.25,tattlings,fs-wiv-0336730,,tattle,#n2_vg,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.25,!,fs-wiv-0336740,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.25,—,fs-wiv-0336750,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.25,What,fs-wiv-0336760,,what,#crq-q,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.25,is,fs-wiv-0336780,,be,#vvz,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
pc,,,“,fs-wiv--0040s,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.25,fair,fs-wiv-0336800,,fair,#j,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.25,",",fs-wiv-0336810,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,,”,fs-wiv--0040e,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.26,,ftln-2004,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
w,,4.1.26,William,fs-wiv-0336820,,William,#n1-nn,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
pc,,4.1.26,?,fs-wiv-0336830,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#HughEvans_Wiv
sp,,,,sp-2005,{'#WilliamPage_Wiv'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
p,,,,p-2005,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.27,,ftln-2005,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
w,,4.1.27,Pulcher,fs-wiv-0336850,,pulcher,#fw-la,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
pc,,4.1.27,.,fs-wiv-0336860,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#WilliamPage_Wiv
sp,,,,sp-2006,{'#MistressQuickly_1H4'},,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
p,,,,p-2006,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
lb,,4.1.28,,ftln-2006,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
w,,4.1.28,Polecats,fs-wiv-0336900,,polecat,#n2,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
pc,,4.1.28,?,fs-wiv-0336910,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.28,There,fs-wiv-0336930,,there,#acp-av,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.28,are,fs-wiv-0336950,,be,#vvb,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.28,fairer,fs-wiv-0336970,,fair,#j-c,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
c,,, ,,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,
w,,4.1.28,things,fs-wiv-0336990,,thing,#n2,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
lb,,4.1.29,,ftln-2007,,,,,,4,1,#HughEvans_Wiv #MistressPage_Wiv #MistressQuickly_1H4 #WilliamPage_Wiv,116,#MistressQuickly_1H4
