tag,type,n,text,xml:id,who,ana,rendition,lemma,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.104,Lavinia,fs-tit-0195810,,#n1-nn,,Lavinia,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.104,",",fs-tit-0195820,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.104,dearer,fs-tit-0195840,,#j-c,,dear,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.104,than,fs-tit-0195860,,#cs,,than,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.104,my,fs-tit-0195880,,#po,,my,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.104,soul,fs-tit-0195900,,#n1,,soul,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.104,.,fs-tit-0195910,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.105,,ftln-1146,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.105,Had,fs-tit-0195920,,#vvd,,have,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,I,fs-tit-0195940,,#pns,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,but,fs-tit-0195960,,#acp-av,,but,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,seen,fs-tit-0195980,,#vvn,,see,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,thy,fs-tit-0196000,,#po,,thy,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,picture,fs-tit-0196020,,#n1,,picture,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,in,fs-tit-0196040,,#acp-p,,in,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,this,fs-tit-0196060,,#d,,this,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.105,plight,fs-tit-0196080,,#n1,,plight,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.106,,ftln-1147,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.106,It,fs-tit-0196090,,#pn,,it,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,would,fs-tit-0196110,,#vmd,,will,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,have,fs-tit-0196130,,#vvi,,have,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,madded,fs-tit-0196150,,#vvn,,mad,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,me,fs-tit-0196170,,#pno,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.106,.,fs-tit-0196180,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,What,fs-tit-0196200,,#crq-q,,what,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,shall,fs-tit-0196220,,#vmb,,shall,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,I,fs-tit-0196240,,#pns,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.106,do,fs-tit-0196260,,#vvi,,do,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.106,",",fs-tit-0196270,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.107,,ftln-1148,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.107,Now,fs-tit-0196280,,#av,,now,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,I,fs-tit-0196300,,#pns,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,behold,fs-tit-0196320,,#vvb,,behold,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,thy,fs-tit-0196340,,#po,,thy,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,lively,fs-tit-0196360,,#j,,lively,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,body,fs-tit-0196380,,#n1,,body,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.107,so,fs-tit-0196400,,#av,,so,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.107,?,fs-tit-0196410,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.108,,ftln-1149,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.108,Thou,fs-tit-0196420,,#pns,,thou,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,hast,fs-tit-0196440,,#vv2,,have,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,no,fs-tit-0196460,,#d-x,,no,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,hands,fs-tit-0196480,,#n2,,hand,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,to,fs-tit-0196500,,#acp-cs,,to,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,wipe,fs-tit-0196520,,#vvi,,wipe,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,away,fs-tit-0196540,,#av,,away,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,thy,fs-tit-0196560,,#po,,thy,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.108,tears,fs-tit-0196580,,#n2,,tear,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.108,",",fs-tit-0196590,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.109,,ftln-1150,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.109,Nor,fs-tit-0196600,,#cc-x,,nor,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,tongue,fs-tit-0196620,,#n1,,tongue,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,to,fs-tit-0196640,,#acp-cs,,to,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,tell,fs-tit-0196660,,#vvi,,tell,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,me,fs-tit-0196680,,#pno,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,who,fs-tit-0196700,,#crq-r,,who,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,hath,fs-tit-0196720,,#vvz,,have,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,martyred,fs-tit-0196740,,#vvn,,martyr,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.109,thee,fs-tit-0196760,,#pno,,thou,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.109,.,fs-tit-0196770,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.110,,ftln-1151,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.110,Thy,fs-tit-0196780,,#po,,thy,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,husband,fs-tit-0196800,,#n1,,husband,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,he,fs-tit-0196820,,#pns,,he,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,is,fs-tit-0196840,,#vvz,,be,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,dead,fs-tit-0196860,,#j,,dead,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.110,",",fs-tit-0196870,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,and,fs-tit-0196890,,#cc,,and,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,for,fs-tit-0196910,,#acp-p,,for,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,his,fs-tit-0196930,,#po,,his,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.110,death,fs-tit-0196950,,#n1,,death,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.111,,ftln-1152,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.111,Thy,fs-tit-0196960,,#po,,thy,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,brothers,fs-tit-0196980,,#n2,,brother,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,are,fs-tit-0197000,,#vvb,,be,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,condemned,fs-tit-0197020,,#vvn,,condemn,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.111,",",fs-tit-0197030,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,and,fs-tit-0197050,,#cc,,and,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,dead,fs-tit-0197070,,#j,,dead,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,by,fs-tit-0197090,,#acp-p,,by,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.111,this,fs-tit-0197110,,#d,,this,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.111,.,fs-tit-0197120,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.111,—,fs-tit-0197130,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.112,,ftln-1153,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.112,Look,fs-tit-0197140,,#vvb,,look,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,",",fs-tit-0197150,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,Marcus,fs-tit-0197170,,#n1-nn,,Marcus,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,!,fs-tit-0197180,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,—,fs-tit-0197190,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.112,Ah,fs-tit-0197200,,#uh,,ah,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,",",fs-tit-0197210,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,son,fs-tit-0197230,,#n1,,son,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,Lucius,fs-tit-0197250,,#n1-nn,,Lucius,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,",",fs-tit-0197260,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,look,fs-tit-0197280,,#vvb,,look,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,on,fs-tit-0197300,,#acp-p,,on,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.112,her,fs-tit-0197320,,#pno,,she,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.112,!,fs-tit-0197330,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.113,,ftln-1154,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.113,When,fs-tit-0197340,,#crq-cs,,when,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,I,fs-tit-0197360,,#pns,,i,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,did,fs-tit-0197380,,#vvd,,do,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,name,fs-tit-0197400,,#vvi,,name,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,her,fs-tit-0197420,,#po,,her,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,brothers,fs-tit-0197440,,#n2,,brother,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
pc,,3.1.113,",",fs-tit-0197450,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,then,fs-tit-0197470,,#av,,then,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,fresh,fs-tit-0197490,,#j,,fresh,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.113,tears,fs-tit-0197510,,#n2,,tear,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
l,,3.1.114,,ftln-1155,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
w,,3.1.114,Stood,fs-tit-0197520,,#vvd,,stand,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.114,on,fs-tit-0197540,,#acp-p,,on,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.114,her,fs-tit-0197560,,#po,,her,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.114,cheeks,fs-tit-0197580,,#n2,,cheek,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.114,as,fs-tit-0197600,,#acp-cs,,as,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
w,,3.1.114,doth,fs-tit-0197620,,#vvz,,do,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,#Titus_Tit
c,,, ,,,,,,,3,1,#Lavinia_Tit #Lucius_Tit #Marcus_Tit #Titus_Tit,48,
